domain,uri,government,live,ssl,enforce_https,non_www,redirect,ip,hostname,ipv6,dnssec,cdn,google_apps,could_provider,server,cms,analytics,javascript,advertising,slash_data,slash_developer,data_dot_json,click_jacking_protection,content_security_policy,xss_protection,secure_cookies,strict_transport_security,agency,last_checked
ap.gov,http://www.ap.gov,true,true,false,false,true,www.bis.doc.gov,206.112.183.40,www.bis.doc.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:55:14 -0400
aviationweather.gov,https://aviationweather.gov,true,true,true,false,true,,140.172.17.191,"",false,false,false,false,false,Apache,"","","","",true,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:55:19 -0400
bea.gov,https://bea.gov,true,true,true,false,true,,192.149.12.20,www.bea.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",true,true,true,true,false,false,false,false,Department of Commerce,2014-07-07 09:55:21 -0400
www.bldrdoc.gov,http://www.bldrdoc.gov,true,true,false,false,false,,132.163.4.18,flip1-www.boulder.nist.gov,false,false,false,false,false,Apache,"","",jquery,"",true,false,true,true,false,false,false,false,Department of Commerce,2014-07-07 09:55:24 -0400
buyusa.gov,http://buyusa.gov,true,true,false,false,true,,216.206.87.78,216-206-87-78.dia.static.qwest.net,false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,jquery,"",true,true,true,false,false,false,false,false,Department of Commerce,2014-07-07 09:55:38 -0400
cbp.gov,http://www.cbp.gov,true,true,false,false,true,,173.252.133.166,"",false,false,false,false,false,Apache/2.2.3 (Red Hat),drupal,google_analytics,jquery,"",false,false,false,true,false,false,,false,Department of Commerce,2014-07-07 09:55:44 -0400
census.gov,http://census.gov,true,true,false,false,true,,148.129.75.218,www.census.gov,false,false,false,false,false,,"","","","",false,true,true,false,false,false,false,false,Department of Commerce,2014-07-07 09:55:46 -0400
civilrightsusa.gov,http://civilrightsusa.gov,true,true,false,false,true,,204.193.226.197,"",false,false,false,false,false,Apache/2.2.15 (Red Hat),"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:55:47 -0400
climate.gov,https://www.climate.gov,true,true,true,false,true,,205.167.25.172,ncdc-hostgw4.ncdc.noaa.gov,false,false,false,false,false,Apache,drupal,"",jquery,"",true,true,true,false,false,false,,false,Department of Commerce,2014-07-07 09:55:51 -0400
commerce.gov,http://www.commerce.gov,true,true,false,false,true,,170.110.225.194,citrb.my.commerce.gov,false,false,false,false,false,Apache,drupal,google_analytics,jquery,"",true,true,true,false,false,false,false,false,Department of Commerce,2014-07-07 09:55:55 -0400
continentalshelf.gov,http://continentalshelf.gov,true,true,false,false,true,,140.90.200.21,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:56:05 -0400
digitalliteracy.gov,http://www.digitalliteracy.gov,true,true,false,false,true,,170.110.225.148,digitalliteracy.gov,false,false,false,false,false,Apache/2.2.9,drupal,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:56:08 -0400
doc.gov,http://www.doc.gov,true,true,false,false,true,commerce.gov,170.110.225.194,citrb.my.commerce.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:56:19 -0400
drought.gov,http://drought.gov,true,true,false,false,true,,205.167.25.171,ncdc-hostgw3.ncdc.noaa.gov,false,false,false,false,false,Apache,drupal,"",jquery,"",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:56:22 -0400
e3.gov,http://e3.gov,true,true,false,false,true,,129.6.13.93,ws680.nist.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:56:23 -0400
eda.gov,http://eda.gov,true,true,false,false,true,,170.110.225.33,whq-mstest.eda.doc.gov,false,false,false,false,false,Microsoft-IIS/6.0,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:56:33 -0400
esa.gov,http://esa.gov,true,true,false,false,true,,170.110.225.80,www.esa.gov,false,false,false,false,false,Microsoft-IIS/7.0,drupal,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:56:34 -0400
export.gov,http://export.gov,true,true,false,false,true,,216.206.87.78,216-206-87-78.dia.static.qwest.net,true,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,jquery,"",true,true,true,false,false,false,false,false,Department of Commerce,2014-07-07 09:56:45 -0400
fcsm.gov,http://fcsm.gov,true,true,false,false,true,,148.129.75.215,wf1.ssd.census.gov,false,false,false,false,false,,"","","","",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:56:45 -0400
fedstats.gov,http://fedstats.gov,true,true,false,false,true,,148.129.75.215,wf1.ssd.census.gov,false,false,false,false,false,,"","","","",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:56:45 -0400
www.fishwatch.gov,http://www.fishwatch.gov,true,true,false,false,false,,216.38.80.81,"",false,false,false,false,false,Apache,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:56:57 -0400
getyouhome.gov,http://www.getyouhome.gov,true,true,false,false,true,cbp.gov,206.241.31.152,www.safepass.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:56:59 -0400
globalchange.gov,https://www.globalchange.gov,true,true,true,false,true,,216.146.46.10,redirector1.dynect.net,false,false,false,false,false,cloudflare-nginx,drupal,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:57:01 -0400
globalentry.gov,http://www.globalentry.gov,true,true,false,false,true,cbp.gov,173.252.133.166,"",,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:57:01 -0400
goes-r.gov,http://www.goes-r.gov,true,true,false,false,true,,140.172.17.21,nesdis-woc2.boulder.noaa.gov,false,false,false,false,false,Apache,"","",jquery,"",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:57:13 -0400
www.gps.gov,http://www.gps.gov,true,true,false,false,false,,140.90.33.11,nesdis-ssmc.woc.noaa.gov,false,false,false,false,false,Apache,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:57:25 -0400
hurricanes.gov,http://www.hurricanes.gov,true,true,false,false,true,www.nhc.noaa.gov,140.90.200.21,"",,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:57:46 -0400
ipcc-wg2.gov,https://ipcc-wg2.gov,true,true,true,false,true,,171.66.68.141,"",false,false,false,false,false,Apache/2.2.3 (CentOS),"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:57:50 -0400
itds.gov,http://itds.gov,true,true,false,false,true,,204.193.226.199,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:57:51 -0400
manufacturing.gov,http://manufacturing.gov,true,true,false,false,true,,129.6.13.93,ws680.nist.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",true,true,true,false,false,false,,false,Department of Commerce,2014-07-07 09:57:55 -0400
mapstats.gov,http://www.mapstats.gov,true,true,false,false,true,fedstats.gov,148.129.75.215,wf1.ssd.census.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:57:56 -0400
marinecadastre.gov,http://marinecadastre.gov,true,true,false,false,true,,140.172.116.90,reef.csc.noaa.gov,false,false,false,false,false,Apache/2,"","",jquery,"",true,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:57:59 -0400
www.mbda.gov,http://www.mbda.gov,true,true,false,false,false,,170.110.225.101,mbda-wb2.mbda.gov,false,false,false,false,false,Apache/2.2.3 (Red Hat),drupal,google_analytics,jquery,"",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 09:58:00 -0400
nehrp.gov,http://nehrp.gov,true,true,false,false,true,,129.6.13.131,nehrp.gov,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",true,true,true,false,false,false,,false,Department of Commerce,2014-07-07 09:58:02 -0400
nist.gov,http://nist.gov,true,true,false,false,true,,129.6.13.49,spin1-www.nist.gov,false,false,false,false,false,Apache,"","",jquery,"",true,false,true,true,false,false,false,false,Department of Commerce,2014-07-07 09:58:04 -0400
noaawatch.gov,http://www.noaawatch.gov,true,true,false,false,true,,140.90.200.21,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:58:26 -0400
ntis.gov,https://www.ntis.gov,true,true,true,false,true,,204.193.230.133,"",false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",true,true,true,false,false,false,,false,Department of Commerce,2014-07-07 09:58:28 -0400
www.ofcm.gov,http://www.ofcm.gov,true,true,false,false,false,,129.15.96.11,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:58:39 -0400
papahanaumokuakea.gov,http://www.papahanaumokuakea.gov,true,true,false,false,true,,140.90.200.21,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:58:48 -0400
www.pscr.gov,http://www.pscr.gov,true,true,false,false,false,,132.163.67.142,www.its.bldrdoc.gov,false,false,false,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:58:50 -0400
www.sdr.gov,http://www.sdr.gov,true,true,false,false,false,,129.15.96.21,"",false,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:59:00 -0400
selectusa.gov,http://selectusa.gov,true,true,false,false,true,selectusa.commerce.gov,170.110.225.194,citrb.my.commerce.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:59:01 -0400
spaceweather.gov,http://www.spaceweather.gov,true,true,false,false,true,swpc.noaa.gov,140.90.200.21,"",,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:59:11 -0400
spectrum.gov,http://www.spectrum.gov,true,true,false,false,true,ntia.doc.gov,170.110.225.147,www3.ntia.doc.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 09:59:24 -0400
standards.gov,http://www.standards.gov,true,true,false,false,true,,129.6.13.115,ftp10.nist.gov,false,false,false,false,false,Apache,"","",jquery,"",true,true,false,true,false,false,false,false,Department of Commerce,2014-07-07 09:59:28 -0400
time.gov,http://time.gov,true,true,false,false,true,,132.163.4.22,timegov.boulder.nist.gov,true,false,false,false,false,Apache,"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:59:33 -0400
trade.gov,http://trade.gov,true,true,false,false,true,,216.206.87.80,216-206-87-80.dia.static.qwest.net,false,false,false,false,false,Microsoft-IIS/6.0,"",google_analytics,jquery,"",true,true,true,false,false,false,false,false,Department of Commerce,2014-07-07 09:59:35 -0400
tsunami.gov,http://www.tsunami.gov,true,true,false,false,true,,204.227.127.198,hvs-1.crh.noaa.gov,false,false,false,false,false,Apache/2.2.15 (Red Hat),"","","","",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 09:59:45 -0400
wdol.gov,http://wdol.gov,true,true,false,false,true,,192.239.92.249,"",false,false,false,false,false,Microsoft-IIS/6.0,"","","","",false,false,false,false,false,false,false,false,Department of Commerce,2014-07-07 10:00:00 -0400
weather.gov,http://www.weather.gov,true,true,false,false,true,,204.227.127.201,hvs-11.crh.noaa.gov,false,false,false,false,false,Apache/2.2.15 (Red Hat),"",google_analytics,"","",false,true,false,false,false,false,,false,Department of Commerce,2014-07-07 10:00:06 -0400
coop-uspto.gov,http://coop-uspto.gov,true,true,false,false,true,coop.uspto.gov,151.207.128.61,coop.uspto.gov,,,,,,,,,,,,,,,,,,,Department of Commerce,2014-07-07 10:00:16 -0400
uspto.gov,http://www.uspto.gov,true,true,false,false,true,,151.207.240.57,www.uspto.gov,false,false,false,false,false,Apache,"","",jquery,"",false,false,false,false,false,false,,false,Department of Commerce,2014-07-07 10:00:28 -0400
adlnet.gov,http://www.adlnet.gov,true,true,false,false,true,,72.243.185.11,"",false,false,false,false,false,Microsoft-IIS/7.0,wordpress,google_analytics,jquery,"",false,true,false,false,false,false,false,false,Department of Defense,2014-07-07 10:00:35 -0400
www.altusandc.gov,http://www.altusandc.gov,true,true,false,false,false,,198.47.68.15,"",false,false,false,false,false,Apache/2.2.15 (Red Hat),"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:00:47 -0400
brac.gov,http://brac.gov,true,true,false,false,true,,214.18.135.218,fairfax.acq.osd.mil,false,false,false,false,false,Microsoft-IIS/6.0,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:01:01 -0400
www.cmts.gov,http://www.cmts.gov,true,true,false,false,false,,155.82.160.132,"",false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,true,false,false,false,false,Department of Defense,2014-07-07 10:01:05 -0400
www.cnss.gov,https://www.cnss.gov,true,true,true,true,false,,144.51.170.42,ncmd-ufx02.aztec.ncsc.mil,false,false,false,false,false,Apache,"","","","",true,true,true,true,false,false,false,false,Department of Defense,2014-07-07 10:01:10 -0400
cttso.gov,http://cttso.gov,true,true,false,false,true,,4.30.226.201,www.cttso.gov,false,false,false,false,false,Apache/2.2.21 (Win64) PHP/5.3.10,drupal,google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:01:25 -0400
defense.gov,http://www.defense.gov,true,true,false,false,true,,23.15.7.115,a23-15-7-115.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,"","","",jquery,"",true,true,true,false,false,false,,false,Department of Defense,2014-07-07 10:01:29 -0400
www.dod.gov,http://www.dod.gov,true,true,false,false,false,,23.62.96.11,a23-62-96-11.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Apache,"","","","",false,false,false,true,false,true,,false,Department of Defense,2014-07-07 10:01:30 -0400
frtr.gov,http://frtr.gov,true,true,false,false,true,,209.190.206.188,bc.cebed1.client.atlantech.net,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:03:01 -0400
fvap.gov,https://www.fvap.gov,true,true,true,false,true,,131.84.179.32,origin.fvap.gov,false,false,false,false,false,Apache,"",google_analytics,"","",false,false,false,true,false,true,,false,Department of Defense,2014-07-07 10:03:03 -0400
www.iad.gov,https://www.iad.gov,true,true,true,true,false,,144.51.170.42,ncmd-ufx02.aztec.ncsc.mil,false,false,false,false,false,Apache,"","","","",true,true,true,true,false,false,false,false,Department of Defense,2014-07-07 10:03:07 -0400
www.ioss.gov,https://www.ioss.gov,true,true,true,true,false,,144.51.170.42,ncmd-ufx02.aztec.ncsc.mil,false,false,false,false,false,Apache,"","","","",true,true,true,true,false,false,false,false,Department of Defense,2014-07-07 10:03:12 -0400
www.mcrmc.gov,http://www.mcrmc.gov,true,true,false,false,false,,140.185.104.249,www.mcrmc.gov,false,false,false,false,false,,joomla,"",jquery,"",false,false,false,false,false,false,false,false,Department of Defense,2014-07-07 10:03:28 -0400
mojavedata.gov,http://mojavedata.gov,true,true,false,false,true,,76.12.132.142,"",false,false,false,false,false,Apache/2.2.25 (Unix) mod_ssl/2.2.25 OpenSSL/1.0.0-fips mod_auth_passthrough/2.1 mod_bwlimited/1.4 FrontPage/5.0.2.2635,"",google_analytics,"","",true,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:03:28 -0400
nro.gov,http://nro.gov,true,true,false,false,true,,66.129.110.57,ip-66-129-110-57.name-host.com,false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:04:39 -0400
nrojr.gov,http://nrojr.gov,true,true,false,false,true,,66.129.110.57,ip-66-129-110-57.name-host.com,false,false,false,false,false,Microsoft-IIS/7.5,"","",jquery,"",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:04:49 -0400
www.nsa.gov,https://www.nsa.gov,true,true,true,false,false,,23.66.164.226,a23-66-164-226.deploy.static.akamaitechnologies.com,false,false,akamai,false,false,Microsoft-IIS/7.5,"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:04:51 -0400
nsep.gov,http://nsep.gov,true,true,false,false,true,,173.46.133.155,"",false,false,false,false,false,Microsoft-IIS/7.5,drupal,"",jquery,"",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:04:52 -0400
oea.gov,https://www.oea.gov,true,true,true,false,true,,140.185.104.240,www.oea.gov,false,false,false,false,false,Apache/2.4.9 (Win32) OpenSSL/1.0.1g PHP/5.4.28,joomla,google_analytics,"","",false,false,false,true,false,true,false,true,Department of Defense,2014-07-07 10:05:03 -0400
osdbu.gov,http://osdbu.gov,true,true,false,false,true,,173.201.16.59,ip-173-201-16-59.ip.secureserver.net,false,false,false,false,false,Apache/2.2.3 (CentOS),"",google_analytics,"","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:05:04 -0400
www.pentagon.gov,http://www.pentagon.gov,true,true,false,false,false,defense.gov,23.62.96.33,a23-62-96-33.deploy.static.akamaitechnologies.com,,,,,,,,,,,,,,,,,,,Department of Defense,2014-07-07 10:05:06 -0400
www.siteidiq.gov,http://www.siteidiq.gov,true,true,false,false,false,,174.77.0.194,wsip-174-77-0-194.dc.dc.cox.net,false,false,false,false,false,Microsoft-IIS/7.5,"","","","",false,false,false,false,false,false,false,false,Department of Defense,2014-07-07 10:05:17 -0400
tswg.gov,http://tswg.gov,true,true,false,false,true,,4.30.226.201,www.cttso.gov,false,false,false,false,false,Apache/2.2.21 (Win64) PHP/5.3.10,drupal,google_analytics,jquery,"",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:05:32 -0400
www.usandc.gov,http://www.usandc.gov,true,true,false,false,false,,198.201.85.34,"",false,false,false,false,false,Apache/2.2.15 (Red Hat),"","","","",false,false,false,false,false,false,,false,Department of Defense,2014-07-07 10:05:33 -0400
aapi.gov,http://www.aapi.gov,true,true,false,false,true,whitehouse.gov,165.224.212.39,aapi.gov,,,,,,,,,,,,,,,,,,,Department of Education,2014-07-07 10:05:43 -0400
bfelob.gov,http://bfelob.gov,true,true,false,false,true,bfelob.max.gov,198.137.240.102,max.omb.gov,,,,,,,,,,,,,,,,,,,Department of Education,2014-07-07 10:05:45 -0400
childstats.gov,http://childstats.gov,true,true,false,false,true,,165.224.212.82,www.childstats.gov,true,false,false,false,false,Microsoft-IIS/6.0,"","","","",false,false,false,false,false,false,false,false,Department of Education,2014-07-07 10:05:56 -0400
college.gov,http://college.gov,true,true,false,false,true,studentaid.ed.gov,165.224.210.23,"",,,,,,,,,,,,,,,,,,,Department of Education,2014-07-07 10:05:58 -0400
collegenavigator.gov,http://collegenavigator.gov,true,true,false,false,true,nces.ed.gov,165.224.212.75,collegenavigator.ed.gov,,,,,,,,,,,,,,,,,,,Department of Education,2014-07-07 10:06:09 -0400
